ID_REF	GSM1599177	GSM1599178	GSM1599179	GSM1599180	GSM1599181	GSM1599182	GSM1599183	GSM1599184	GSM1599185	GSM1599186	GSM1599187	GSM1599188	GSM1599189
FLJ20021	61.0208	95.6042	98.3125	103.188	49.6458	68.4375	62.9375	85.4375	82.0208	177.354	56.5208	55.7708	38.0625
OR51T1	0.479167	5.0625	6.85417	5.64583	20.6875	16.4375	18.6875	7.60417	6.77083	NA	4.64583	1.9375	10.6458
SLC44A1	307.22925	326.9374	368.56225	344.12525	332.0834	445.3541	411.771	336.5624	369.1251	330.521	402.7085	492.9585	405.5415
SLC44A2	864.229	861.604	3868.73	787.479	520.812	285.271	705.021	1615.44	1001.73	1139.73	525.062	387.729	351.521
SLC44A3	NA	NA	6.89583	NA	4.47917	NA	4.4375	0.104167	NA	NA	NA	5.39583	NA
SLC44A4	5038.09443333	7283.889585	4861.98889	4327.43886667	6671.56875	5356.13054333	4491.91944333	4702.10555667	4067.81944333	2469.31278	5651.277085	4190.78889	6248.497915
SLC44A5	NA	3.89583	NA	1.0625	0.354167	NA	NA	NA	2.4375	NA	NA	0.270833	1.85417
MSI2	2.6875	NA	9.27083	9.0625	1.4375	11.916685	5.520835	17.58335	4.229165	14.3958	8.270815	12.124985	9.04165
MSI1	6.9375	NA	44.7708	NA	12.8958	9.8125	9.39583	25.9792	2.14583	9.22917	6.27083	8.77083	2.5625
UBE2U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.145833	3.6875
C1D	23.0208	14.4791835	NA	49.6458	19.6458	12.1875	5.8125	28.5	24.85415	56.1875	31.6458	21.0625	39.6042
MRO	NA	1.9375	NA	NA	NA	NA	NA	NA	5.60417	NA	NA	1.52083	NA
COQ9	103.146	103.604	132.729	142.688	169.271	106.021	77.6458	72.2292	118.771	156.729	151.062	182.146	121.104
C1S	8.14583	4.0625	15.2708	3.6875	NA	8.8125	7.4375	9.3125	3.27083	NA	3.10417	2.9375	NA
C1R	1.35416333333	7.99305333333	5.02083	5.5	5.625	5.39583	7.77083	4.1875	11.4375	5.458335	8.0625	20.0208	1.375
COQ7	10.1875	9.8125	32.5625	7.5625	18.1458	14.6875	12.3125	5.77083	8.10417	12.6042	19.1875	15.9375	10.2292
COQ6	25.1597333333	87.3542	85.54175	39.3541835	40.999985	20.85418	34.937485	28.33335	42.562515	28.7986333333	23.4652666667	19.17362	24.95139
COQ3	15.0208	20.8542	3.22917	27.8542	9.89583	16.1042	NA	48.8125	14.7292	22.1875	20.6875	20.6458	19.6042
COQ2	543.438	523.479	111.021	469.438	663.062	650.188	371.854	332.229	525.062	405.896	343.104	455.938	458.188
HBM	NA	NA	3.9375	2.14583	NA	7.97917	NA	NA	NA	5.64583	NA	NA	NA
HBD	80.9375	83.1458	240.479	96.6042	47.2708	61.7708	70.5208	53.4792	79.3958	89.8125	50.1042	78.2292	53.3125
HBB	11492.7	2032.19	12100.2	13562.8	21.3125	316.104	1229.52	291.521	2796.85	10336.7	3801.06	1102.02	908.062
MUC20	NA	NA	NA	NA	5.02083	6.8125	NA	NA	4.64583	NA	NA	NA	0.354167
HBZ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TPX2	6.47917	NA	NA	NA	NA	3.02083	6.72917	13.7708	18.6875	2.0625	2.4375	7.4375	10.7292
WWC3	93.3542	132.438	413.729	108.438	114.729	63.3958	120.688	186.438	106.688	93.6458	78.3958	78.3542	96.5208
WWC2	0.895833	0.395833	47.8542	NA	9.0625	5.9375	5.39583	NA	1.64583	3.0625	6.72917	NA	NA
WWC1	NA	NA	1.3125	NA	NA	NA	2.14583	NA	NA	NA	NA	0.145833	NA
GPR101	2.85417	2.9375	0.354167	0.104167	11.4375	9.4375	24.7708	0.354167	10.4375	0.145833	6.60417	4.77083	5.77083
GPR103	0.979167	9.72917	NA	NA	NA	NA	3.89583	6.85417	NA	5.10417	3.22917	NA	5.02083
GPR107	3.9375	NA	9.5625	3.85417	1.5625	13.8958	9.0625	7.0625	1.89583	8.10417	4.22917	6.77083	5.02083
GPR108	78.8958	71.8542	47.7292	130.396	97.3958	82.9792	126.188	121.938	112.812	104.354	100.854	100.021	108.396
MFAP3L	0.104167	1.9375	37.66665	48.3125	9.89583	8.916665	15.6875	33.1875	13.3125	13.4792	5.14583	10.8125	2.1875
LOC643997	360.729	263.729	42.7708	168.812	338.021	271.396	284.146	228.562	231.104	301.688	296.812	365.146	376.146
LOC643995	18.624985	25.687515	1.8125	60.43775	12.83335	20.416685	9.791665	20.5625	28.75	6.22917	16.91665	15.4583	17.4792
LOC643993	2.5625	1.22917	1.3125	9.1875	3.6875	NA	NA	2.52083	3.10417	3.85417	NA	NA	2.72917
LOC643990	0.979167	NA	5.9375	2.64583	NA	NA	NA	1.8125	NA	7.0625	NA	NA	4.02083
SCNN1G	5.1874985	1.4374985	4.5416665	6.89583	NA	5.02083	1.39583	3.958335	NA	1.9375	0.395833	2.9375	NA
LOC344065	10.2292	3.14583	6.3125	NA	NA	2.5625	1.85417	NA	NA	NA	2.6875	0.645833	1.3125
LOC643998	NA	0.270833	4.1875	9.4375	1.3125	10.1042	15.3542	1.52083	3.27083	6.8125	7.35417	2.9375	11.4375
RPRML	NA	NA	7.5625	0.270833	NA	NA	NA	NA	NA	NA	NA	NA	NA
MGMT	222.146	247.979	108.312	384.729	321.021	186.854	225.688	118.188	300.896	368.562	179.521	244.604	229.896
FLJ21865	37.3958	58.1042	17.8542	100.562	69.1042	38.8125	50.6042	6.60417	61.3125	10.6458	52.9792	26.5208	31.6458
RNF8	18.52085	4.66667	5.60417	14.333315	8.02083	10.8125	5.22917	10.062485	22.0208	12.437485	18.9583335	31.8542	13.6875
C9orf10OS	71.7292	58.0208	151.229	39.7292	57.2708	60.5625	57.1042	52.8958	74.8958	81.9375	95.4375	80.9375	82.4792
RNF6	4.10417	0.9583335	16.4375	1.60417	0.8125	3.22917	5.60417	0.0625	4.97917	1.39583	NA	NA	0.6875
RNF7	506.507223333	537.980556667	436.522223333	727.82501	923.020415	910.459585	721.366666667	489.270555667	946.792915	744.93778	664.562776667	484.769433333	602.575
RNF4	87.8124	51.0208	93.3956	62.625	69.6458	57.8125	51.4792	84.4374	71.1875	98.9791	85.72915	91.08325	73.97915
RNF5	21.20835	21.104165	9.833315	24.25	39.3125	21.4583165	31.6042	14.416665	22.75	25.229185	15.770815	46.9792	15.2499835
RNF2	6.72917	NA	6.14583	5.0625	4.9375	10.4375	1.14583	31.7708	0.0625	9.0625	0.729167	6.77083	6.77083
RFX6	6.66667	5.08333	2.541665	0.479167	2.2916685	5.8125	NA	3.75	0.6875	2.7708315	3.4375	11.125	3.625
LOC653577	1.52083	NA	NA	NA	1.1875	6.39583	NA	3.77083	10.1042	1.72917	8.9375	8.0625	NA
CSN1S2A	NA	5.1875	1.35417	NA	8.6875	NA	2.14583	0.104167	0.4375	4.6875	NA	5.39583	5.5625
LOC646699	3.77083	12.2708	92.2292	4.72917	7.1875	2.97917	18.8542	5.39583	14.5208	NA	1.39583	9.0625	2.9375
LRRC61	3.6875	9.27083	57.8125	4.64583	8.02083	NA	5.22917	NA	3.22917	0.104167	2.14583	12.1458	NA
LRRC67	0.354167	2.27083	NA	12.3958	NA	NA	5.64583	44.8958	5.8125	6.47917	3.77083	NA	NA
LRRC66	0.104167	NA	1.9375	0.3125	NA	2.4375	NA	NA	NA	NA	NA	0.520833	0.270833
C7orf36	18.6458	39.1458	1.5625	24.7292	8.97917	10.9375	0.854167	NA	25.9792	35.5625	37.6042	40.3542	23.9375
C7orf34	NA	NA	115.146	4.39583	NA	NA	NA	7.5625	NA	6.5625	0.270833	NA	NA
C7orf33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C7orf31	2.0625	9.8125	NA	0.354167	7.47917	5.35417	3.22917	11.1875	NA	12.6042	NA	NA	5.85417
C7orf30	412.854	562.688	423.438	419.146	314.896	325.812	257.938	401.812	493.146	564.479	540.646	426.812	440.938
EPM2A	12.312485	18.2708	3.60417	24.0625	9.22917	25.1875	11.5208	25.7292	14.0625	21.52085	19.3125	37.9375	13.2708
FAM118A	6.39583	21.8542	NA	15.1875	10.6458	118.104	103.312	10.6875	92.7292	27.7292	34.9792	30.3125	11.4375
FAM118B	20.1458	23.7292	5.9375	22.7292	20.1458	13.7708	8.22917	4.22917	24.2292	51.2292	23.7708	15.8125	21.4375
RECQL	118.3749	113.5626	131.0209	115.3541	199.8959	226.2084	145.43725	101.2084	126.49975	120.66675	109.9166	126.5211	190.4166
LOC728302	3.10417	NA	NA	6.47917	NA	NA	1.22917	NA	NA	1.35417	NA	NA	2.4375
MIST	NA	2.89583	4.35417	2.4375	4.64583	NA	4.64583	NA	NA	NA	3.10417	NA	NA
ACTR8	23.8958	12.1458	25.8125	13.8958	17.9375	46.2708	6.64583	23.2708	20.8542	18.0208	26.3125	28.5208	21.9792
ACTR6	134.104	134.146	15.2708	114.479	85.0208	120.354	17.1458	88.1042	160.646	198.604	209.604	249.188	193.688
ACTR5	37.8125	37.2292	NA	45.6042	48.5208	40.8542	34.9792	2.0625	35.4375	41.1875	40.5208	42.9375	50.0208
UQCRC1	390.104	459.312	590.562	715.688	531.229	409.979	744.146	413.188	541.604	683.271	392.938	604.188	432.396
ACTR3	1733.06	1552.06	2659.73	1222.73	1531.98	1681.69	1030.94	2001.31	1769.48	2026.35	2419.81	2379.56	1703.9
ACTR2	3475.44	2781.06	3238.98	1908.4	4049.06	3621.69	2324.98	2490.69	2549.4	1667.15	3349.65	3387.65	3801.06
LOC340228	4.64583	NA	1.39583	3.4375	NA	NA	NA	NA	0.520833	NA	NA	NA	2.85417
GNRHR	NA	NA	NA	NA	2.14583	2.3125	NA	NA	NA	NA	NA	NA	NA
HYDIN	8.0750033	7.30208375	13.0416717	6.78273285714	12.404153	6.35416366667	6.28934888889	7.909722	7.0458323	5.60763591667	6.94444391667	6.78977581818	8.630215
LOC644074	NA	0.645833	NA	NA	2.47917	9.0625	4.0625	3.10417	NA	NA	NA	NA	4.10417
TMEM90B	NA	NA	NA	NA	1.35417	NA	NA	NA	NA	NA	NA	NA	NA
LOC644072	3.0625	1.9375	NA	NA	NA	NA	NA	4.52083	6.47917	2.39583	2.6875	3.22917	NA
RAPGEFL1	33.8542	22.1875	147.688	18.6458	27.6042	19.6042	36.5625	61.7708	21.6042	12.4375	17.0625	11.4375	22.6875
GTDC1	24.70835	11.6319333333	96.979415	17.6736	15.66665	19.458335	28.27085	39.770815	13.7847333333	13.1041666667	16.041685	14.9375	14.68749
ICOS	6.5625	1.5625	36.6042	0.229167	20.0625	5.85417	11.3125	15.3542	7.1875	12.4375	2.4375	12.3125	8.39583
FLJ35801	6.60417	5.60417	NA	15.3542	18.0208	0.854167	17.2292	NA	0.770833	NA	16.4375	10.7292	6.72917
ABI3BP	NA	NA	NA	9.8125	NA	NA	NA	NA	NA	NA	NA	0.604167	NA
GGCT	68.1875	81.04165	36.4375	84.8541	113.729	123.542	119.167	49.1042	81.33335	73.89585	79.52085	134.875	90.29165
IDUA	44.1875	55.7708	NA	86.8125	73.4792	38.0625	40.3542	12.2708	45.7708	34.0208	68.3542	33.2292	37.8958
OR5V1	NA	NA	0.854167	NA	NA	1.9375	NA	0.8125	6.5625	NA	NA	NA	NA
SPERT	NA	10.4792	2.4375	NA	NA	NA	0.5625	NA	NA	NA	NA	NA	NA
GNRH2	NA	3.77083	5.35417	NA	13.8125	1.3125	NA	21.1042	NA	2.77083	NA	2.77083	NA
PRPF38A	80.7501	79.1461	106.89575	109.35425	83.6039	100.7291	84.0624	92.4164	98.6249	77.9164	78.9584	88.50025	100.2086
NDUFA4	2432.94	3232.98	1079.9	3365.9	2753.44	2490.69	2947.73	2054.15	3029.52	3793.31	2655.19	2835.6	2995.15
NDUFA3	1177.73	1211.19	159.896	1170.85	1504.23	885.479	1173.19	954.188	1099.98	1201.15	1321.35	1192.52	1444.6
LOC642453	6.77083	0.604167	NA	8.6875	NA	1.72917	5.52083	NA	9.72917	4.22917	0.770833	9.27083	NA
WNT8A	1.39583	NA	NA	NA	1.14583	2.0000015	2.14583	5.02083	4.10417	NA	4.64583	4.60417	19.2292
WNT8B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GDE1	74.3542	90.6875	82.2292	121.354	58.5208	69.2708	112.438	64.7292	82.5625	146.396	101.354	115.521	87.8542
MGC13168	0.6875	1.35417	4.10417	8.1875	0.354167	8.02083	3.02083	9.22917	6.02083	0.104167	8.97917	7.35417	8.1875
HIPK3	15.8125	5.8125	6.0625	NA	7.8750165	12.708335	16.4375	3.10417	0.979167	2.35417	19.2292	5.4583335	6.64585
HIPK2	219.479	146.604	282.771	143.396	90.9375	121.104	209.604	121.688	119.104	205.062	169.562	132.729	91.2708
HIPK1	12.3125	6.0625	15.3541665	4.7291665	1.89583233333	4.9583325	21.70835	9.33335	16.8958	4.958335	4.41667	3.85417	6.1875
HIPK4	NA	NA	NA	NA	NA	NA	6.64583	1.4375	0.604167	NA	3.97917	3.85417	0.0625
LEMD3	182.0	190.5	355.5625	192.2084	167.1665	189.7915	153.021	303.8335	326.062	193.917	280.896	225.125	240.7915
LEMD2	147.021	179.354	93.7708	201.188	204.854	118.396	168.646	239.229	164.312	147.021	163.104	137.354	144.562
LEMD1	NA	NA	7.47917	NA	15.2708	5.22917	NA	8.10417	8.02083	10.7292	4.10417	13.6458	0.104167
NAPG	31.8125	46.3125	1.3125	44.9375	64.3542	63.5625	90.5208	61.3125	40.3542	28.1875	39.5625	24.6042	28.8958
C3orf19	147.521	158.521	238.354	123.896	161.438	187.938	103.062	213.896	190.938	139.771	195.604	185.646	150.146
C3orf18	NA	1.3125	7.0625	1.10417	NA	NA	0.104167	NA	NA	0.0625	NA	NA	NA
NAPA	47.8958	28.5208	29.3958	44.8958	33.4375	58.9375	45.8958	49.3958	37.8125	56.9792	41.1875	42.5625	39.0208
C3orf15	NA	NA	NA	1.9375	NA	0.4375	NA	NA	6.72917	NA	NA	6.1875	3.4375
C3orf14	44.22915	45.666685	6.499985	52.958335	50.75	20.08335	55.22915	15.4792	45.479165	71.4999	25.5625	60.68725	38.125
C3orf17	7.208335	14.250015	8.04862333333	15.9236233333	15.1180666667	9.375	10.4375	11.8542	15.7430566667	22.72915	22.0208	20.83335	9.21529
C3orf10	295.104	658.021	264.312	655.146	529.729	441.021	710.729	419.146	416.438	529.312	390.688	485.354	429.229
LARP1	126.771	79.6875	23.4792	78.2708	128.896	102.229	115.146	50.5625	101.562	139.312	154.688	72.291585	122.812
LARP4	85.3956	73.0624	36.6042	97.6666	59.66665	47.5	33.35415	25.916685	94.1044	77.0206	140.5211	123.31275	77.687585
LARP6	0.3958335	NA	10.708315	NA	3.1875	NA	6.8125	15.6875	5.60417	3.85417	NA	NA	NA
LARP7	269.375	196.208	231.0205	188.813	291.604	255.375	187.8955	211.229	254.292	247.5	331.021	263.375	268.4585
COL15A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9375	NA
LMLN	NA	NA	NA	NA	NA	3.72917	NA	NA	NA	0.104167	NA	NA	1.9375
ATMIN	107.1874	75.79175	5.5	99.7499	61.25	84.04175	74.5416	91.8749	114.18725	121.4376	113.8961	132.0416	123.3961
LGR5	2.6875	12.0625	4.10417	4.64583	NA	NA	3.8125	NA	0.520833	5.8125	NA	3.85417	NA
LGR4	NA	NA	NA	NA	NA	NA	8.8125	NA	NA	NA	NA	NA	NA
LGR6	0.354167	3.215279	2.63194333333	18.0208	3.104165	5.0	10.7847333333	3.5625	6.72917	3.340278	3.27083	6.3541675	NA
CDKN1C	188.729	90.4375	52.3958	67.3542	281.021	48.0625	106.438	31.3958	120.688	91.7708	2.3125	79.8542	108.271
CDKN1B	282.75	337.854	595.8955	332.7705	240.9375	350.854	179.3545	504.604	296.875	303.3125	436.479	393.917	222.9375
CDKN1A	758.2721	340.0626	207.229	1146.8771	1080.04375	824.6446	2003.1446	523.29125	599.438	801.479	367.520915	308.35425	1969.98
LGR8	NA	NA	NA	NA	0.6875	NA	NA	11.0208	NA	NA	NA	NA	3.0625
LOC653387	9.9375	2.9375	2.4375	9.66665	7.35417	6.72917	8.3125	0.479167	7.10415	2.1875015	5.875	0.4375	NA
FERD3L	NA	3.0625	NA	2.77083	7.47917	NA	3.1875	NA	2.85417	NA	NA	NA	NA
LOC653382	25.16665	22.85415	76.4792	17.0069666667	22.1458	15.02085	8.3125	26.0625	10.28472	22.3542	16.5625	15.8958433333	19.375
LOC653383	31.3958	13.6458	NA	22.6875	24.1458	40.6042	31.6875	13.8958	18.0625	34.7708	25.8125	33.9375	15.3125
LOC653380	NA	10.8542	NA	1.27083	1.35417	0.770833	3.0625	NA	NA	5.02083	8.1875	NA	NA
LOC653381	342.396	396.146	195.188	619.938	474.479	510.979	597.771	197.979	332.229	488.938	293.938	639.938	567.438
LOC646004	NA	2.85417	0.3125	NA	1.3125	0.729167	NA	1.52083	NA	0.104167	NA	1.22917	NA
LOC646003	13.1875	4.10417	41.6875	1.27083	11.4375	6.60417	12.9375	5.39583	2.60417	5.85417	5.02083	0.354167	4.89583
CSPG4LYP2	NA	10.7292	NA	3.35417	NA	4.35417	NA	0.270833	NA	NA	NA	NA	NA
LOC646009	3.52083	13.1875	2.6875	NA	0.354167	NA	8.8125	NA	NA	NA	NA	0.229167	4.64583
LOC646008	6.39583	10.7292	10.7292	11.7292	NA	12.9375	5.22917	18.0625	12.3958	7.6875	6.47917	7.35417	NA
TMEM125	3.0625	NA	NA	6.35417	NA	NA	NA	NA	NA	NA	4.3125	NA	5.0625
FOXJ1	5.22917	NA	NA	NA	NA	NA	NA	NA	3.0625	NA	5.39583	5.3125	NA
TMEM127	91.6458	103.562	78.1042	128.521	87.1458	83.8542	83.5625	170.896	94.6458	148.896	76.0625	96.3125	93.7708
FOXJ3	332.646	342.521	360.146	328.396	320.646	373.479	408.604	458.521	341.354	306.062	396.896	425.771	439.562
TMEM121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM123	2244.15	807.396	1182.77	739.062	1497.48	2005.35	1581.81	644.312	1021.9	824.312	1267.9	1606.6	1472.69
TMEM129	1.39583	14.5208	17.1458	11.4375	0.270833	2.85417	17.7708	6.35417	19.0208	26.4375	14.6458	4.5625	11.1875
TMEM128	47.666665	43.02085	1.39583	31.291665	56.85425	59.749915	28.6042	31.3125	58.1666	66.20825	40.16665	78.145585	29.520815
LOC139735	4.10417	5.9375	16.4375	NA	0.104167	3.22917	7.72917	9.89583	2.9375	8.1875	NA	NA	11.7708
C19orf36	2.39583333333	1.22917	3.9375	3.27083	3.229165	2.7499985	2.104165	7.64583	6.3125	4.625	3.21527666667	4.54167	3.541665
SLC35B1	273.562	380.979	168.062	318.354	435.854	356.938	410.604	256.229	298.729	344.979	250.146	273.562	336.188
SLC35B3	68.5208	73.8125	29.3958	48.8125	48.8958	79.5625	39.8958	19.3958	78.9792	65.6875	100.521	93.5208	61.9792
SLC35B2	76.8958	54.1458	0.0625	155.271	144.938	149.771	280.479	185.188	64.4375	101.812	139.021	66.6042	141.229
SLC35B4	16.3958	14.8125	10.7292	20.4375	14.0625	6.5625	8.9375	12.2292	21.4375	15.6875	54.1458	27.0625	47.0625
IGFBP6	4.64583	5.35417	NA	4.64583	NA	2.9375	NA	5.3125	2.4375	NA	NA	NA	4.64583
LOC653528	NA	2.89583	15.2708	1.22917	3.85417	NA	4.64583	NA	1.5625	NA	NA	NA	NA
LOC653520	13.3125	8.47917	11.3125	0.3125	3.10417	2.4375	0.3125	4.39583	2.85417	2.27083	9.8125	7.5625	4.0625
LOC653521	5.60417	NA	5.77083	4.72917	9.77083	6.60417	1.5625	5.39583	13.1875	2.9375	NA	16.4375	6.60417
LOC653526	7.5625	NA	3.27083	NA	NA	3.89583	NA	8.47917	6.47917	15.2292	4.35417	2.4375	7.8125
LOC653527	1.22917	NA	NA	6.47917	NA	NA	NA	3.14583	NA	NA	NA	1.5625	7.97917
LOC653524	NA	5.02083	NA	10.4375	12.1875	13.4375	3.6875	NA	11.6458	NA	6.35417	20.1458	4.52083
PELP1	54.3958	75.2292	91.3958	161.604	76.8542	40.3958	58.9792	66.0208	132.729	125.479	75.1875	78.1875	70.5208
NOB1	17.1458	26.3125	4.39583	45.2708	15.2292	15.1875	16.3125	10.7292	27.7292	43.6458	28.9375	43.2708	15.2708
S100A9	17496.5	17496.5	22670.6	17202.3	21333.5	20928.8	21053.5	19799.9	17749.7	16509.3	22231.2	19649.0	19993.0
S100A8	20263.0	15821.4	20080.6	16171.3	18251.8	20263.0	20928.8	16763.0	14893.5	15575.8	19993.0	19293.0	17932.3
EIF1	5564.31	3983.48	4618.9	6296.06	6066.52	6701.52	7020.31	7195.9	4049.06	2860.9	5301.77	2953.35	5373.19
BRWD2	118.10425	92.12525	24.354185	152.33325	101.5415	120.625	136.729	115.6456	142.771	137.99975	207.875	138.9375	218.521
S100A4	12546.9	10848.995	2924.94	9049.6	11689.35	10917.05	10593.7	11558.3	10248.7	14513.9	15614.3	15072.25	12800.45
S100A7	NA	11.1458	NA	1.39583	2.4375	NA	NA	NA	NA	4.10417	7.5625	NA	NA
BRWD1	39.3020675	35.3125	27.052075	28.4791594	43.17094	45.645746	45.904206	44.9125	31.229166	42.729125	36.712606	31.779268	45.9708
S100A1	2.3125	2.14583	6.5625	3.02083	3.35417	15.4792	9.9375	4.6875	NA	NA	1.02083	NA	2.4375
S100A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.39583	NA	NA	0.604167
S100A2	NA	NA	4.10417	2.14583	2.9375	2.9375	NA	NA	NA	NA	0.354167	NA	NA
LONRF3	8.7083335	1.875	1.3125	16.79165	11.9375	18.4791835	50.729165	16.645815	11.54165	12.0	16.14585	16.2708	8.375015
LONRF2	NA	6.354165	6.083335	4.895835	4.35417	2.4375	3.22917	7.583335	7.145835	10.3958	9.08333	0.8125	3.0
LONRF1	62.8958	26.8542	84.6042	2.9375	33.2708	25.8958	44.6042	91.6458	23.9375	12.8542	31.9375	22.6458	42.1458
TCFL5	54.3958	36.5208	151.021	52.4375	30.4792	58.5208	65.3958	79.8542	53.4792	59.2292	79.6875	59.2292	77.6458
EIF5	100.28125	87.03125	71.0418	101.458425	166.9479	157.02075	186.1668	130.312575	80.6978425	46.38554175	70.2603575	58.5416175	100.0104925
KIAA1609	NA	NA	2.9375	1.27083	NA	NA	3.0625	NA	NA	5.85417	NA	3.85417	3.85417
NALP5	NA	NA	NA	NA	NA	4.64583	NA	3.10417	NA	1.35417	NA	0.6875	2.3125
KIAA1602	133.188	135.979	58.5208	156.521	97.3125	62.9792	74.0208	132.312	99.3125	213.146	138.271	152.146	107.938
KIAA1600	215.729	210.229	795.062	153.938	193.604	233.312	281.438	626.438	402.729	253.396	309.312	242.146	217.979
LOC645066	5.35417	0.104167	NA	NA	10.5208	NA	NA	NA	NA	NA	NA	NA	1.72917
RNF5P1	92.6664	61.91665	66.2081	65.5208	114.56225	106.2916	88.6874	28.2083	59.8958	97.62525	81.1876	132.02075	81.93725
LRRIQ1	0.354167	NA	NA	NA	NA	NA	NA	NA	NA	10.3125	NA	NA	NA
PRKRA	214.896	227.479	105.729	302.271	444.646	458.312	466.812	182.771	229.938	195.438	255.021	306.062	260.521
LRRIQ4	NA	NA	0.6875	NA	NA	NA	2.60417	0.6875	NA	NA	NA	NA	NA
ADAT1	72.5208	65.9375	153.896	46.7292	41.0208	65.3125	43.8542	83.3958	80.4792	75.8542	81.9375	76.4792	52.2708
ADAT3	10.5208	13.0208	24.1875	0.6875	23.6875	10.6458	22.2292	10.2292	22.9375	32.3542	16.8125	11.8125	9.60417
LOC388275	211.479	251.938	66.1875	284.146	428.979	499.562	388.312	152.729	150.562	170.729	294.396	291.729	304.729
LOC388276	0.104167	4.4375	4.64583	9.77083	3.10417	4.64583	NA	11.0625	13.1875	0.3125	NA	1.39583	NA
FLJ39639	87.1875	119.812	330.604	70.9375	60.0208	64.1875	31.0625	50.5625	85.1042	48.9792	73.2292	74.2708	77.1458
FLJ39632	5.77085	12.3125	7.9375165	7.20833	2.3125	6.395835	3.1041665	4.875	3.9583335	1.1875	4.10417	7.64583333333	1.5208335
LOC644335	NA	1.27083	6.89583	2.14583	2.9375	4.22917	NA	3.85417	2.3125	0.8125	1.3125	NA	7.27083
LOC644331	8.35417	1.77083	NA	3.85417	NA	NA	NA	6.89583	5.52083	2.1875	NA	6.72917	10.1042
LOC644330	394.937666667	287.2154	388.812	273.492833333	340.965	387.187333333	425.715333333	460.006666667	267.9096	324.8125	262.270933333	331.8265	302.992933333
TUSC4	192.854	232.438	215.521	275.979	179.229	129.354	159.271	200.854	207.688	271.438	218.729	243.646	209.229
TUSC5	NA	13.7708	NA	NA	NA	3.85417	NA	NA	NA	NA	NA	0.479167	NA
FLJ46309	10412.6	5416.15625	7760.28125	4462.91875	5417.927085	11531.0	6781.4729165	10562.7	3901.91625	1610.270415	4131.729585	3273.687915	8352.77
TUSC1	3.0625	NA	4.9375	0.354167	5.8125	0.3125	6.27083	NA	3.85417	NA	5.9375	5.89583	2.3125
TUSC2	37.8125	40.9792	55.3958	42.2292	43.6458	28.9792	50.2292	68.2708	43.7292	51.3542	51.3542	58.3125	61.7708
TUSC3	0.604167	NA	NA	2.22917	2.9375	NA	NA	NA	NA	NA	3.89583	2.0625	NA
RPGR	35.79861	45.8543333333	118.131833333	31.5208233333	32.0347333333	58.4791666667	48.7152666667	93.6181	42.14589	17.3263866667	20.79859	24.5347233333	38.6180666667
FLJ46300	NA	16.4375	9.1875	4.97917	NA	4.5625	NA	9.52083	0.729167	3.0625	11.1458	4.0625	13.0625
LOC727987	10.8125	0.395833	0.479167	16.4375	16.2708	5.3125	2.4375	6.85417	15.7708	20.6458	21.6042	9.89583	14.6875
GNG10	252.5835	347.604	275.8335	78.8125	336.875	319.3335	250.3955	987.249	266.2085	239.1665	361.3125	342.5625	252.5415
GNG11	336.396	364.604	92.8542	1723.1	130.854	920.312	808.771	50.0208	81.3125	581.229	280.229	314.729	148.188
GNG12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GNG13	4.8125	6.9375	3.10417	0.270833	1.52083	8.97917	NA	14.0208	2.77083	10.7292	6.77083	NA	16.6875
SEC24D	130.396	126.146	68.2292	92.7708	89.4792	113.521	64.4375	78.2292	109.062	167.979	121.146	180.062	146.979
SEC24A	70.5208	65.3958	NA	77.2292	45.5208	73.5625	33.9375	111.771	94.5208	105.021	114.312	160.729	97.6875
LOC122038	NA	NA	23.4375	4.0625	3.22917	0.354167	1.1875	4.64583	1.14583	3.22917	NA	NA	NA
SEC24C	276.729085	295.52075	673.104	719.938	578.562	244.06225	335.1875835	478.771	643.021	558.812	315.416415	533.896	307.771085
SEC24B	71.427125	63.4688	110.698	50.0936425	91.166725	106.708375	96.468725	106.7083575	93.618	51.5727925	89.98955	75.98955	81.010475
KAL1	0.354167	NA	NA	NA	NA	NA	NA	NA	1.3125	2.72917	NA	NA	NA
C16orf93	57.2708	89.7708	95.2292	61.1042	71.8542	52.5625	64.1875	186.688	86.9375	41.2292	59.2708	38.7708	73.0625
C16orf90	0.270833	3.27083	5.02083	2.9375	0.854167	NA	NA	2.14583	3.85417	9.64585	3.1250015	5.9375	2.29167
C16orf91	39.3125	62.5208	13.3958	50.0208	47.2292	53.8542	34.7708	33.0625	56.4375	60.7292	48.1458	63.0208	48.8125
ZNF699	11.7292	5.77083	7.64583	6.35417	5.77083	8.1875	6.85417	NA	NA	7.1875	9.8125	6.77083	6.8125
